axis_id,axis_label,axis_description,allow_compute_on_read_total,value_id,value_label,value_description,deprecated
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,agriculture-electricity,Agriculture (electricity),,false
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,agriculture-gas,Agriculture (gas),,false
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,agriculture-oil,Agriculture (oil),,false
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,cgd-and-others-gas,City Gas Distribution and others (gas),,false
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,commercial-electricity,Commercial (electricity),,false
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,commercial-oil,Commercial (oil),,false
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,industry-coal,Industry (coal),,false
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,industry-electricity,Industry (electricity),,false
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,industry-gas,Industry (gas),,false
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,industry-oil,Industry (oil),,false
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,non-energy-gas,"Non-energy use (gas, e.g. fertiliser feedstock)",,false
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,non-energy-oil,"Non-energy use (oil, e.g. petrochemical feedstock)",,false
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,other-electricity,Other (electricity),,false
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,other-oil,Other (oil),,false
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,residential-electricity,Residential (electricity),,false
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,residential-oil,"Residential (oil, mostly LPG-equivalent)",,false
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,transport-electricity,Transport (electricity),,false
sector_fuel_pair,Sector and fuel pair,"Compound (sector x fuel) axis for the national final-energy consumption indicator (PR-W). Each value_id encodes a publisher (sector | fuel) pair as kebab `{sector}-{fuel}` -- e.g. `agriculture-oil`, `transport-electricity`. The publisher emits exactly 18 sparse pairs out of the 6 sectors x 5 fuels Cartesian product (many cells are structurally zero, e.g. residential coal is rare; non-energy electricity is undefined). Used by `india-final-energy-consumption-mtoe`. NOT a substitute for the scalar `sector` + `fuel_type` axes -- it exists because the publisher does not emit per-axis aggregates and the canonical lift cannot fabricate them honestly without re-deriving the MoSPI Energy Statistics methodology.",true,transport-oil,Transport (oil),,false
species,Livestock species,"Animal species axis for NDLM (National Digital Livestock Mission, Bharat Pashudhan) indicators. Closed enum of 10 species NDLM publishes per district per vintage. The parent indicator (e.g. ``district-pashu-aadhaar-count``) is compute-on-read: its value is the sum of all 10 species children, per Hans D33.8 convention. A future vintage that adds an 11th species MUST extend this enum AND the indicator catalogue in lockstep.",true,buffalo,Buffalo,,false
species,Livestock species,"Animal species axis for NDLM (National Digital Livestock Mission, Bharat Pashudhan) indicators. Closed enum of 10 species NDLM publishes per district per vintage. The parent indicator (e.g. ``district-pashu-aadhaar-count``) is compute-on-read: its value is the sum of all 10 species children, per Hans D33.8 convention. A future vintage that adds an 11th species MUST extend this enum AND the indicator catalogue in lockstep.",true,cattle,Cattle,,false
species,Livestock species,"Animal species axis for NDLM (National Digital Livestock Mission, Bharat Pashudhan) indicators. Closed enum of 10 species NDLM publishes per district per vintage. The parent indicator (e.g. ``district-pashu-aadhaar-count``) is compute-on-read: its value is the sum of all 10 species children, per Hans D33.8 convention. A future vintage that adds an 11th species MUST extend this enum AND the indicator catalogue in lockstep.",true,donkey,Donkey,,false
species,Livestock species,"Animal species axis for NDLM (National Digital Livestock Mission, Bharat Pashudhan) indicators. Closed enum of 10 species NDLM publishes per district per vintage. The parent indicator (e.g. ``district-pashu-aadhaar-count``) is compute-on-read: its value is the sum of all 10 species children, per Hans D33.8 convention. A future vintage that adds an 11th species MUST extend this enum AND the indicator catalogue in lockstep.",true,goat,Goat,,false
species,Livestock species,"Animal species axis for NDLM (National Digital Livestock Mission, Bharat Pashudhan) indicators. Closed enum of 10 species NDLM publishes per district per vintage. The parent indicator (e.g. ``district-pashu-aadhaar-count``) is compute-on-read: its value is the sum of all 10 species children, per Hans D33.8 convention. A future vintage that adds an 11th species MUST extend this enum AND the indicator catalogue in lockstep.",true,horse,Horse,,false
species,Livestock species,"Animal species axis for NDLM (National Digital Livestock Mission, Bharat Pashudhan) indicators. Closed enum of 10 species NDLM publishes per district per vintage. The parent indicator (e.g. ``district-pashu-aadhaar-count``) is compute-on-read: its value is the sum of all 10 species children, per Hans D33.8 convention. A future vintage that adds an 11th species MUST extend this enum AND the indicator catalogue in lockstep.",true,mithun,Mithun,,false
species,Livestock species,"Animal species axis for NDLM (National Digital Livestock Mission, Bharat Pashudhan) indicators. Closed enum of 10 species NDLM publishes per district per vintage. The parent indicator (e.g. ``district-pashu-aadhaar-count``) is compute-on-read: its value is the sum of all 10 species children, per Hans D33.8 convention. A future vintage that adds an 11th species MUST extend this enum AND the indicator catalogue in lockstep.",true,mule,Mule,,false
species,Livestock species,"Animal species axis for NDLM (National Digital Livestock Mission, Bharat Pashudhan) indicators. Closed enum of 10 species NDLM publishes per district per vintage. The parent indicator (e.g. ``district-pashu-aadhaar-count``) is compute-on-read: its value is the sum of all 10 species children, per Hans D33.8 convention. A future vintage that adds an 11th species MUST extend this enum AND the indicator catalogue in lockstep.",true,pig,Pig,,false
species,Livestock species,"Animal species axis for NDLM (National Digital Livestock Mission, Bharat Pashudhan) indicators. Closed enum of 10 species NDLM publishes per district per vintage. The parent indicator (e.g. ``district-pashu-aadhaar-count``) is compute-on-read: its value is the sum of all 10 species children, per Hans D33.8 convention. A future vintage that adds an 11th species MUST extend this enum AND the indicator catalogue in lockstep.",true,sheep,Sheep,,false
species,Livestock species,"Animal species axis for NDLM (National Digital Livestock Mission, Bharat Pashudhan) indicators. Closed enum of 10 species NDLM publishes per district per vintage. The parent indicator (e.g. ``district-pashu-aadhaar-count``) is compute-on-read: its value is the sum of all 10 species children, per Hans D33.8 convention. A future vintage that adds an 11th species MUST extend this enum AND the indicator catalogue in lockstep.",true,yak,Yak,,false
transfer_type,Centre-to-state transfer type,Per Finance Commission framework: tax devolution vs grants-in-aid vs centrally sponsored schemes (CSS) vs central sector schemes (CS). Critical for centre-vs-state attribution per Hans governance lens.,true,cs,Central sector schemes,,false
transfer_type,Centre-to-state transfer type,Per Finance Commission framework: tax devolution vs grants-in-aid vs centrally sponsored schemes (CSS) vs central sector schemes (CS). Critical for centre-vs-state attribution per Hans governance lens.,true,css,Centrally sponsored schemes,,false
transfer_type,Centre-to-state transfer type,Per Finance Commission framework: tax devolution vs grants-in-aid vs centrally sponsored schemes (CSS) vs central sector schemes (CS). Critical for centre-vs-state attribution per Hans governance lens.,true,finance_commission_grants,Finance Commission grants,,false
transfer_type,Centre-to-state transfer type,Per Finance Commission framework: tax devolution vs grants-in-aid vs centrally sponsored schemes (CSS) vs central sector schemes (CS). Critical for centre-vs-state attribution per Hans governance lens.,true,grants_in_aid,Grants-in-aid (Article 275 / FC awards),,false
transfer_type,Centre-to-state transfer type,Per Finance Commission framework: tax devolution vs grants-in-aid vs centrally sponsored schemes (CSS) vs central sector schemes (CS). Critical for centre-vs-state attribution per Hans governance lens.,true,special_assistance,Special assistance / loans,,false
transfer_type,Centre-to-state transfer type,Per Finance Commission framework: tax devolution vs grants-in-aid vs centrally sponsored schemes (CSS) vs central sector schemes (CS). Critical for centre-vs-state attribution per Hans governance lens.,true,tax_devolution,Tax devolution (Article 270),,false
