legacy_path,topic_or_family,status,target_phase,replacement_indicator_id,replacement_facet_values,notes
datasets/reference/in/iced-chart-titles.json,reference,drop,Phase0-closeout-T.0c-ii-iced-chart-titles,,,Orphan write-only catalogue. Emitted by tools/emit_iced_chart_titles.py from ICED /chart-title endpoint as a per-chart attribution lookup table. Plan TODO/20260517-canonical-long-format-pivot.md row 320 said DELETE-conditional: fold into taxonomy/indicators.parquet IF ICED ingest still alive ELSE drop. Audit (2026-05-21): grep across backend/ frontend/ tools/ found ZERO readers of either the JSON or the schema. All 8 shipped ICED-backed indicators (CEA installed_capacity_*.json etc.) hand-quote ICED attribution directly into indicator artifact notes/sources[].name per CLAUDE.md sect 10. The catalogue cache was speculative scaffolding that never developed a consumer. Deleted file + schema (datasets/schemas/iced-chart-titles.schema.json) + emitter (tools/emit_iced_chart_titles.py) in one PR; docs/architecture/backend/sources-iced-api.md rewritten to document the new convention (quote attribution directly).
datasets/reference/in/lgd/,taxonomy,migrate,Phase0-closeout-T.0c-ii-lgd-csv-repoint,datasets/taxonomy/lgd/,,KEEP-AND-MOVE per plan TODO/20260517-canonical-long-format-pivot.md §0e.10.2-C rows 316-317. The 4 legacy files (states-latest.csv + .sources.json, districts-latest.csv + .sources.json) have been mirrored byte-identically under datasets/taxonomy/lgd/ since T.0a-ii (committed there with dated <role>-YYYY-MM-DD.csv snapshots alongside <role>-latest.csv pointers). This PR retires the legacy path: tools/lgd/snapshot.py OUT_ROOT switched from datasets/reference/in/lgd/ to datasets/taxonomy/lgd/ and now emits dated + latest CSV pair (was -latest only); tools/lgd/backfill_lgd_codes.py LGD_STATES_CSV + LGD_DISTRICTS_CSV constants repointed to the new location; docs/architecture/data/boundaries.md §LGD-as-registry path mention updated; docs/reference/data-coverage-report.md inventory row updated; docs/reference/lgd-opendata.md forward-looking lgd-to-eci-states.json plan path updated. Historical schema changelog text on district.schema.json v3.2 + subdistrict.schema.json v1.0 left untouched (those entries accurately document what shipped at the time per lessons.md 2026-05-19). No schema bumps needed (the CSVs have no $schema; only the sidecar JSONs do, and the schema is csv.sources.schema.json which validates identical sidecar content at the new path).
datasets/reference/in/states.json,reference,drop,Phase0-closeout-T.0c-ii-Phase-C,,,Legacy 28-state + 8-UT registry. Subsumed by entity_type IN (state,ut) AND entity_valid_to IS NULL rows on datasets/taxonomy/entities.json (185-row canonical entity catalogue). Phase A (PR #75) filled the 7-UT gap; Phase B (PR #79) ported the 4 backend consumers (coverage.py / power_plants.py / lgd/backfill_lgd_codes.py / test_datasets_integrity.py) via a wrapper helper pattern (_load_states_from_entities); Phase C (this PR) ports the last consumer (frontend/src/lib/data.ts::fetchStates wrapper rewrite to fetch /data/taxonomy/entities.json), deletes the legacy file + state.schema.json + the Phase-A parity oracle (test_states_parity.py), and removes the backend StatesCollection + StateEntry pydantic models (would have failed at import time once state.schema.json was gone). The capital field that lived on the legacy shim had zero downstream consumers per the Phase A audit and is intentionally not projected. See TODO/20260521-states-json-port-blocker-entities-ut-gap.md.
datasets/schemas/state.schema.json,reference,drop,Phase0-closeout-T.0c-ii-Phase-C,,,Orphan schema after its sole validatee (datasets/reference/in/states.json) was deleted in the same PR. Schema validated zero files after deletion; per CLAUDE.md sect 11 schemas with zero consumers should not linger on disk. Two Tier-A validator fixture spots in backend/tests/test_validate.py repointed from state.schema.json to entity.schema.json (the Tier-A tests use a representative schema; any well-formed schema with x-version + x-changelog works). Backend StatesCollection + StateEntry pydantic models (which carried schema_id(state.schema.json) class attributes that would have failed at import time once the file was gone) deleted from backend/yen_gov/core/models.py + paired round-trip test removed from backend/tests/test_core_models.py in the same Tier-A commit.
datasets/reference/in/states/S03/districts.json,reference,drop,Phase0-closeout-T.0c-iii-Phase-D.3,,,Bihar hand-authored district list (38 rows). Subsumed by entity_type=district AND parent_entity_id=IN-S03 rows on datasets/taxonomy/entities.json — folded in by T.0c-iii Phase A (PR #81 a3d45611). Phase B (PR #82 2c9d9712) stripped the entities_seed.py loader so the per-state file had zero readers. Phase D.1 (PR #84 93a9c175) retired the wikipedia districts adapter that wrote it. Phase D.2 (PR #85 95ba5d13) deleted tools/lgd/backfill_lgd_codes.py that mutated it. Phase D.3 (this PR) deletes the file. See ADR-0033.
datasets/reference/in/states/S06/districts.json,reference,drop,Phase0-closeout-T.0c-iii-Phase-D.3,,,Gujarat hand-authored district list. Subsumed by entity_type=district AND parent_entity_id=IN-S06 rows on datasets/taxonomy/entities.json (folded in by T.0c-iii Phase A). Phase D arc closes here — see ADR-0033 for the strangler-fig sequence (D.1 adapter retire / D.2 LGD backfill tool retire / D.3 file deletion).
datasets/reference/in/states/S11/districts.json,reference,drop,Phase0-closeout-T.0c-iii-Phase-D.3,,,Kerala hand-authored district list. Subsumed by entity_type=district AND parent_entity_id=IN-S11 rows on datasets/taxonomy/entities.json (folded in by T.0c-iii Phase A). See ADR-0033 for the strangler-fig sequence.
datasets/reference/in/states/S22/districts.json,reference,drop,Phase0-closeout-T.0c-iii-Phase-D.3,,,Tamil Nadu hand-authored district list. Subsumed by entity_type=district AND parent_entity_id=IN-S22 rows on datasets/taxonomy/entities.json (folded in by T.0c-iii Phase A). See ADR-0033 for the strangler-fig sequence.
datasets/reference/in/states/S25/districts.json,reference,drop,Phase0-closeout-T.0c-iii-Phase-D.3,,,West Bengal hand-authored district list. Subsumed by entity_type=district AND parent_entity_id=IN-S25 rows on datasets/taxonomy/entities.json (folded in by T.0c-iii Phase A). See ADR-0033 for the strangler-fig sequence.
datasets/reference/in/states/U07/districts.json,reference,drop,Phase0-closeout-T.0c-iii-Phase-D.3,,,Puducherry hand-authored district list. Subsumed by entity_type=district AND parent_entity_id=IN-U07 rows on datasets/taxonomy/entities.json (folded in by T.0c-iii Phase A). KNOWN STRUCTURAL GAP: Mahe and Yanam (U07 sub-regions) are NOT enumerated by LGD as standalone districts and have no lgd_code so they did not lift into entities.json; this deletion removes the only on-disk record of those two regions. Fix is either (a) LGD revision enumerating UT-sub regions or (b) manual override entity rows with an issuing-authority identifier — both deferred follow-ups. See ADR-0033 §Losses.
datasets/schemas/district.schema.json,reference,drop,Phase0-closeout-T.0c-iii-Phase-D.3,,,District-collection schema (v3.3). Orphan schema after the 6 per-state validatees (datasets/reference/in/states/<S>/districts.json) were deleted in the same PR; per CLAUDE.md §11 schemas with zero consumers should not linger on disk. The DistrictsCollection + DistrictEntry pydantic mirrors (which had schema_id(district.schema.json) class attributes that would have crashed pytest collection if the schema went away while the class still existed) were already deleted in T.0c-iii Phase D.1 (PR #84). The break-marker fields (census_2011_code, lgd_code_history, created_after_2011) that this schema surfaced live on entities.parquet district rows via entity.schema.json now. See ADR-0033.
datasets/schemas/boundary.sources.schema.json,boundaries,drop,T.0d-2026-05-22,,,Per-shard boundary provenance sidecar schema. Retired in T.0d; provenance now lives as `source_id` FK column on `datasets/boundaries/boundary_layers.parquet` (schema `boundary-layers.schema.json` v1.0) pointing at `datasets/taxonomy/sources.parquet` (ADR-0032 v2.0 triple shape). See ADR-0031 Amendment 2026-05-22.
datasets/schemas/boundary.unkeyed.schema.json,boundaries,drop,T.0d-2026-05-22,,,Per-shard dropped-feature denominator sidecar schema. Retired in T.0d; the denominator now lives as three columns on the parquet ledger (`original_feature_count`, `retained_feature_count`, `unkeyed_count`) with a Pydantic validator enforcing `original == retained + unkeyed`. See ADR-0031 Amendment 2026-05-22.
datasets/schemas/boundary.villages_index.schema.json,boundaries,drop,T.0d-2026-05-22,,,Per-state villages index manifest schema (`<S>-villages-index.json`). Retired in T.0d; on-disk presence under the new Hive partition `villages/state=in_<lc>/district=<lgd>/all.geojson` is self-describing so no separate manifest is needed. Frontend loader fetches the partition path directly and lets 404 propagate as `null` (graceful degradation). See ADR-0031 Amendment 2026-05-22.
datasets/boundaries/in/geojson/**/*,boundaries,relocate,T.0d-2026-05-22,,,Flat `boundaries/in/geojson/` layout retired. All 73 GeoJSON shards moved to Hive partitioning under `boundaries/in/<kind>/state=in_<lc>/[district=<lgd>/]all.geojson`. Frontend loader (`boundaries.ts`) rewritten to compute paths via `boundaryRelPath()`. See ADR-0031 Amendment 2026-05-22.
datasets/reference/in/states/S01/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S01/constituencies.json
datasets/reference/in/states/S02/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S02/constituencies.json
datasets/reference/in/states/S03/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S03/constituencies.json
datasets/reference/in/states/S04/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S04/constituencies.json
datasets/reference/in/states/S05/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S05/constituencies.json
datasets/reference/in/states/S06/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S06/constituencies.json
datasets/reference/in/states/S07/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S07/constituencies.json
datasets/reference/in/states/S08/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S08/constituencies.json
datasets/reference/in/states/S10/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S10/constituencies.json
datasets/reference/in/states/S11/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S11/constituencies.json
datasets/reference/in/states/S12/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S12/constituencies.json
datasets/reference/in/states/S13/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S13/constituencies.json
datasets/reference/in/states/S14/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S14/constituencies.json
datasets/reference/in/states/S15/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S15/constituencies.json
datasets/reference/in/states/S16/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S16/constituencies.json
datasets/reference/in/states/S17/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S17/constituencies.json
datasets/reference/in/states/S18/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S18/constituencies.json
datasets/reference/in/states/S19/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S19/constituencies.json
datasets/reference/in/states/S20/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S20/constituencies.json
datasets/reference/in/states/S21/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S21/constituencies.json
datasets/reference/in/states/S22/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S22/constituencies.json
datasets/reference/in/states/S23/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S23/constituencies.json
datasets/reference/in/states/S24/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S24/constituencies.json
datasets/reference/in/states/S25/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S25/constituencies.json
datasets/reference/in/states/S26/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S26/constituencies.json
datasets/reference/in/states/S27/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S27/constituencies.json
datasets/reference/in/states/S28/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S28/constituencies.json
datasets/reference/in/states/S29/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/S29/constituencies.json
datasets/reference/in/states/U05/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/U05/constituencies.json
datasets/reference/in/states/U07/constituencies.json,reference,relocate,G8-2026-06-08,,,G8 sub-item 3 of 3: per-state AC SoT moved from the retired reference/ tier to data/entities/boundaries_sot/<S>/ (Option D, citizen-facing data stays under data/). Mirrors the G8-finish reference/lgd/* -> data/entities/lgd/ precedent (PR feat/g8-finish-reference-tier-retire). JSON body preserved byte-identical via git mv (no $schema edit needed - $schema is absolute URL resolved by basename). The deferred fold into data/entities/electoral.csv (multi-delim schema + reservation backfill + 3 consumer call-site rewrites) remains a separate Hans+Max structural PR; see datasets/data/entities/boundaries_sot/README.md. target=datasets/data/entities/boundaries_sot/U07/constituencies.json
