source_id,producer,title,vintage,url
src-62ad755d363e,Wikipedia,List of political parties in India + per-party infoboxes (operator-committed 2026-06 snapshot),2026-06,https://en.wikipedia.org/wiki/List_of_political_parties_in_India
src-62ae71639079,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Arunachal Pradesh, 2019",2019,
src-62c198f8f7f2,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Manipur, 1980",1980,
src-6308bd3d63d5,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Kerala, 1996",1996,
src-631faac30c7d,Wikimedia Foundation,Wikidata Query Service party leadership snapshot (P488 chairperson + P3975 secretary general + P39 role qualifier + P580 / P582 term bounds),continuous,https://query.wikidata.org/sparql
src-64ddaa273372,Wikipedia,List of Chief Ministers of Uttarakhand,operator-snapshot-2026-05,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Uttarakhand
src-650b1c25d1f7,NITI Aayog India Climate & Energy Dashboard,"Distribution Operational Performance API (state-wise billing efficiency, collection efficiency, T&D losses)",2024-25,https://icedapi.niti.gov.in/energy/electricity/distribution/operationalPerformanceStates
src-6591ed259187,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Tamil Nadu, 1984",1984,
src-6733e3732548,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Nagaland, 1982",1982,
src-6854660c614d,Wikipedia,List of Chief Ministers of Manipur,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Manipur
src-68ad69e02476,shijithpk,J&K Assembly New Borders (georeferenced),2024,https://github.com/shijithpk/2024_maps_supplement
src-68d6a0109259,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Maharashtra, 1990",1990,
src-6921e999cfbe,Wikipedia,List of Chief Ministers of Uttarakhand,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Uttarakhand
src-6bda0daa4ff0,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S10 AcGenMay2023,AcGenMay2023,
src-6be1c4cb7a81,Wikipedia,2019 Maharashtra Legislative Assembly election,2019-10,https://en.wikipedia.org/wiki/2019_Maharashtra_Legislative_Assembly_election
src-6c33137ae640,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of NCT of Delhi, 1998",1998,
src-6d8e0cb444b5,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Jharkhand, 2009",2009,
src-6e6cad8b2a5a,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Madhya Pradesh, 2003",2003,
src-6f664e14e065,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S07 AcGenOct2019,AcGenOct2019,
src-6fd9fd4654a9,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of West Bengal, 1991",1991,
src-701a81e72fbb,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Maharashtra, 1978",1978,
src-706a26f2871e,NITI Aayog India Climate & Energy Dashboard,Climate-Environment Air Quality FGD API — State-wise share of coal-based thermal capacity with installed Flue-Gas Desulphurisation (%),2024-25,https://icedapi.niti.gov.in/climate-environment/environment/air-quality/fgd
src-70f27d85923d,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Mizoram, 1989",1989,
src-71f0e1eb39ea,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Meghalaya, 2003",2003,
src-725f300a8a5d,Wikipedia,2023 Karnataka Legislative Assembly election,2023-05,https://en.wikipedia.org/wiki/2023_Karnataka_Legislative_Assembly_election
src-7310fa0f34b6,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S28 AcGenFeb2022,AcGenFeb2022,
src-731874b4f970,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of NCT of Delhi, 2003",2003,
src-733047d7201b,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Sikkim, 1989",1989,
src-7433352a7424,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Chhattisgarh, 2018",2018,
src-74ac21d52e3d,Wikipedia,2014 Indian general election,2014-05,https://en.wikipedia.org/wiki/2014_Indian_general_election
src-7532e395ae91,NITI Aayog India Climate & Energy Dashboard,Climate-Environment GHG Emissions API — India GHG by sector and sub-sector (Gg CO2e),2024-25,https://icedapi.niti.gov.in/climate-environment/ghg-emissions/energy
src-755a37da21a2,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Haryana, 2000",2000,
src-7678c0c320bf,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S21 AcGenJun2024,AcGenJun2024,https://www.eci.gov.in/eci-backend/public/all_files/AE-2024-statistical-report-SK/10-Detailed-Results.xlsx
src-79f27d78734d,"Department of Posts, Government of India",All India Pincode Boundaries (KMZ),2025,https://www.data.gov.in/catalog/all-india-pincode-boundary
src-7a217e3416d4,Wikipedia,List of Chief Ministers of Rajasthan,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Rajasthan
src-7b4f21307492,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Tamil Nadu, 2006",2006,
src-7b64de7a1ba5,Wikipedia,2024 Haryana Legislative Assembly election,2024-10,https://en.wikipedia.org/wiki/2024_Haryana_Legislative_Assembly_election
src-7b75aa8e54d3,Wikipedia,List of Chief Ministers of Arunachal Pradesh,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Arunachal_Pradesh
src-7bfa105ca7d0,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Uttar Pradesh, 1991",1991,
src-7c3cc99a3b68,NITI Aayog India Climate & Energy Dashboard,Climate-Environment CO Emission Metatable API — State-wise power-sector CO2 emissions by fuel (Mt CO2),2024-25,https://icedapi.niti.gov.in/v1/co-emission-metatable-data
src-7c6b30f97b01,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Nagaland, 1977",1977,
src-7d2ccb3b996e,DataMeet India Maps Project,"India Lok Sabha Parliamentary Constituency boundaries (2008 Delimitation, simplified)",2008-delimitation,https://github.com/datameet/maps/tree/master/parliamentary-constituencies
src-7d6399c74294,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Himachal Pradesh, 2003",2003,
src-7e54c96393b9,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S28 AcGenFeb2017,AcGenFeb2017,
src-7e5d4aac4995,"Department of Animal Husbandry & Dairying, Ministry of Fisheries, Animal Husbandry & Dairying, Government of India",Bharat Pashudhan — Pashu Aadhaar Animal Registrations (district-wise),2024-25,https://bharatpashudhan.gov.in/
src-7e80e86be4a1,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Puducherry, 1977",1977,
src-7ea6a6c915d1,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Goa, 1989",1989,
src-7eb929cbf2d8,NITI Aayog India Climate & Energy Dashboard,"Plant Load Factor by Fuel State API (state-wise per-fuel PLF percentage, fiscal-year, 8 fuel buckets)",2024-25,https://icedapi.niti.gov.in/v1/plf-metatable-data
src-7f65a924cccc,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Tripura, 2013",2013,
src-7fa3c11bd289,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Jharkhand, 2014",2014,
src-7fbafbbf1777,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Himachal Pradesh, 2007",2007,
src-80947ea0fc08,Wikipedia,List of Chief Ministers of Uttar Pradesh,operator-snapshot-2026-05,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Uttar_Pradesh
src-80a8269260ff,Wikipedia,Mahayuti and Maha Vikas Aghadi - coalition members at the 2024 Maharashtra Legislative Assembly election,2024-11,https://en.wikipedia.org/wiki/2024_Maharashtra_Legislative_Assembly_election
src-80f8486f3490,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Tamil Nadu, 1991",1991,
src-8173e0235fc5,thecont1,india-votes-data,2026-06-11,https://raw.githubusercontent.com/thecont1/india-votes-data/main/data/csv/2024Assembly-MH.csv
src-81f99a4321ae,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S05 AcGenFeb2017,AcGenFeb2017,
src-8412f0292338,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of NCT of Delhi, 2008",2008,
src-841460ac0eb1,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Gujarat, 1998",1998,
src-8444a948b2a8,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of West Bengal, 2021",2021,
src-857e962f15f5,NITI Aayog India Climate & Energy Dashboard,Climate-Environment GHG Emissions API — India economy-wide GHG by sector (Gg CO2e),2024-25,https://icedapi.niti.gov.in/climate-environment/ghg-emissions/economy-wide-emission
src-861d0a089c96,Wikipedia,2022 Uttar Pradesh Legislative Assembly election,2022-03,https://en.wikipedia.org/wiki/2022_Uttar_Pradesh_Legislative_Assembly_election
src-86f97d85cdc9,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Meghalaya, 1983",1983,
src-876bf921c339,Election Commission of India,Statistical Report Section 10 (Detailed Results) — U05 AcGenFeb2025,AcGenFeb2025,
src-878a615fb32b,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S06 AcGenDec2017,AcGenDec2017,
src-8800ca7de63c,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Puducherry, 1985",1985,
src-8856245451c1,Wikipedia,List of Chief Ministers of Meghalaya,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Meghalaya
src-88c6bccce8b6,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Karnataka, 1983",1983,
src-88c9b6d1f06e,Wikipedia,List of Chief Ministers of Assam,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Assam
src-893fdee64357,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Goa, 2007",2007,
src-89ccba42f243,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Manipur, 2007",2007,
src-8b743f01b7a6,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Madhya Pradesh, 1990",1990,
src-8bffee808ea8,Wikipedia,List of Chief Ministers of Andhra Pradesh,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Andhra_Pradesh
src-8d139f840009,"Department of Posts, Government of India",All India Pincode Directory,2025,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month
src-8dcd54ec3033,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Karnataka, 2008",2008,
src-8e74145fe7dc,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S11 AcGenApr2021,AcGenApr2021,
src-8f0da38860d8,Wikipedia,List of Chief Ministers of Tamil Nadu,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Tamil_Nadu
src-8f2cc56878d2,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Uttarakhand, 2002",2002,
src-8f3fd20e4fce,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of West Bengal, 1977",1977,
src-8fbed42aa70c,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Himachal Pradesh, 1982",1982,
src-90eb6961f25f,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Uttarakhand, 2012",2012,
src-920426012b16,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S11 AcGenMay2026,AcGenMay2026,https://www.eci.gov.in/eci-backend/public//all_files/election_report/General_Election_to_the_Legislative_Assembly_of_Kerala_2026_2026/10-Detailed_Results_1778164525.xlsx
src-933106681441,NITI Aayog India Climate & Energy Dashboard,"Key Economic Indicators API — Index of Industrial Production (2011-12=100), by use-based + sectoral classification",2024-25,https://icedapi.niti.gov.in/economy-demography/key-economic-indicators/industrial-production
src-935cfa064ac8,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Bihar, 1980",1980,
src-93a2a72db482,"Department of Animal Husbandry & Dairying, Ministry of Fisheries, Animal Husbandry & Dairying, Government of India","Bharat Pashudhan — NAIP IV AI Coverage, Pregnancies, Calves (district-wise)",2024-25,https://bharatpashudhan.gov.in/
src-94b43c14e514,Wikipedia,List of Chief Ministers of West Bengal,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_West_Bengal
src-94d607058787,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Uttar Pradesh, 1974",1974,
src-950f1ca7490d,Wikipedia,List of Chief Ministers of Meghalaya,operator-snapshot-2026-05,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Meghalaya
src-953e9d223ef8,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Gujarat, 2017",2017,
src-9550572f6944,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S07 AcGenOct2024,AcGenOct2024,https://www.eci.gov.in/eci-backend/public/all_files/AE-2024-statistical-report-HR/10-Detailed-Results.xlsx
src-955b91b8705e,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Karnataka, 1994",1994,
src-96c4dc2f932f,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Arunachal Pradesh, 1978",1978,
src-97a3c47d092f,Reserve Bank of India,Handbook of Statistics on Indian States — Table 139: State-wise Availability of Power,2024-25,https://rbi.org.in/Scripts/PublicationsView.aspx?id=22512
src-980ece2fb2f9,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Tamil Nadu, 2016",2016,
src-98d6c0d9d447,"Vice President Office, Government of India",Former Vice Presidents,Last Updated: 20 May 2026,https://vicepresidentofindia.nic.in/former-vice-presidents/
src-98ee4fb27493,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Tamil Nadu, 1989",1989,
src-99ac1fee8a50,Reserve Bank of India,Handbook of Statistics on Indian States — Table 142: State-wise Actual Power Supply Position — Peak Demand,2024-25,https://rbi.org.in/Scripts/PublicationsView.aspx?id=22512
src-99bc11843e59,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Kerala, 2001",2001,
src-9a38005d8713,Reserve Bank of India,Handbook of Statistics on Indian States — Table 138: State-wise Per Capita Availability of Power,2024-25,https://rbi.org.in/Scripts/PublicationsView.aspx?id=22512
src-9a7170afbd7e,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S22 AcGenApr2021,AcGenApr2021,
src-9a7ab5d78c07,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Arunachal Pradesh, 1984",1984,
src-9a9902894a2d,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Kerala, 2011",2011,
src-9aed9d2769f8,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S02 AcGenJun2024,AcGenJun2024,https://www.eci.gov.in/eci-backend/public/all_files/AE-2024-statistical-report-AR/10-Detailed-Results.xlsx
src-9b0bb5164d79,Election Commission of India,Statistical Report Section 10 (Detailed Results) — U07 AcGenMay2026,AcGenMay2026,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseU0713.htm
src-9b5e6000aa23,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Odisha, 1980",1980,
src-9ba519679009,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Nagaland, 1993",1993,
src-9c02616a7166,Reserve Bank of India,Handbook of Statistics on Indian States — Table 142: State-wise Actual Power Supply Position — Peak Met,2024-25,https://rbi.org.in/Scripts/PublicationsView.aspx?id=22512
src-9c3af42cecda,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S11 AcGenMay2016,AcGenMay2016,
src-9cb115100603,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Chhattisgarh, 2008",2008,
src-9ce4fd3d9d7f,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Uttar Pradesh, 1980",1980,
src-9e1d103bc77f,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Madhya Pradesh, 1998",1998,
src-9e23e8a9fc98,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Punjab, 1992",1992,
src-9e26df038e24,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Kerala, 1977",1977,
src-9e77d6a7b4ab,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Goa, 2017",2017,
src-9e936fa78de5,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Tripura, 1983",1983,
src-9fb64167b105,Wikipedia,List of Chief Ministers of Kerala,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Kerala
src-9fe5fbfac3a3,Wikipedia,List of Chief Ministers of Telangana,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Telangana
src-a0225819954c,Election Commission of India,"List of Political Parties & Symbol main Notification (National, State, Unrecognised-Registered)",2024,https://www.eci.gov.in/political-parties/
src-a024b7a7a8d0,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Nagaland, 1987",1987,
src-a03d4508323d,Wikipedia,List of Chief Ministers of Puducherry,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Puducherry
src-a0def80f7558,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Madhya Pradesh, 1977",1977,
src-a1279a1e23c6,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Sikkim, 1999",1999,
src-a1dd899f902d,ramSeraph,Indian Admin Boundaries (LGD-keyed),lgd-latest-extra1,https://github.com/ramSeraph/indian_admin_boundaries
src-a1fd482c2f5b,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Karnataka, 1985",1985,
src-a2c894c590c3,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Telangana, 2014",2014,
src-a3859a5a6fab,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Odisha, 1977",1977,
src-a3ddaf4f0c9e,Wikipedia,National Democratic Alliance (India) - coalition members at the 2019 Lok Sabha general election,2019-05,https://en.wikipedia.org/wiki/National_Democratic_Alliance
src-a403cedd49aa,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Rajasthan, 2003",2003,
src-a4526341e90d,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Uttar Pradesh, 1989",1989,
src-a52f0799d8fe,Election Commission of India,Statistical Report Section 10 (Detailed Results) — U07 AcGenApr2021,AcGenApr2021,
src-a678f28ff9fc,Reserve Bank of India,Handbook of Statistics on Indian Economy - Union (Central) Government Gross Fiscal Deficit (INR crore),2024-25,https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+Economy
src-a6ac80b5dbb5,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Goa, 2022",2022,
src-a6ca5a69db75,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Maharashtra, 1962",1962,
src-a6ff45d1f5fb,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S04 AcGenNov2025,AcGenNov2025,https://www.eci.gov.in/eci-backend/public//all_files/election_report/General_Election_to_the_Legislative_Assembly_of_Bihar_October_to_November_2025_Statistical_Report_2025/10-Detailed_Results_1763549630.xlsx
src-a76e2b860fd0,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Madhya Pradesh, 1993",1993,
src-a79a33b2ed15,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Arunachal Pradesh, 2014",2014,
src-a7d1336ded8d,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Karnataka, 1989",1989,
src-a85b13c35d58,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Punjab, 1985",1985,
src-a875edf968c9,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of West Bengal, 1987",1987,
src-a91d2ccf42f3,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Sikkim, 2009",2009,
src-a94ea3c673d8,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S03 AcGenApr2016,AcGenApr2016,
src-a99bd0998bba,Wikipedia,List of Chief Ministers of Tamil Nadu,operator-snapshot-2026-05,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Tamil_Nadu
src-aa76f1ea922c,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S24 AcGenFeb2022,AcGenFeb2022,
src-aac3ba0f570d,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Odisha, 2019",2019,
src-ab19651149c6,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Madhya Pradesh, 1980",1980,
src-ac56637e266e,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Jharkhand, 2005",2005,
src-ac94a7e5b1b0,Wikipedia,Indian National Developmental Inclusive Alliance - coalition members at the 2024 Lok Sabha general election,2024-06,https://en.wikipedia.org/wiki/Indian_National_Developmental_Inclusive_Alliance
src-ac976494bf5e,Wikipedia,List of Chief Ministers of Puducherry,operator-snapshot-2026-05,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Puducherry
src-acb75d0ef1ff,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Uttar Pradesh, 1996",1996,
src-aeaa90663876,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Kerala, 1987",1987,
src-aedf97ce448b,Wikipedia,List of Chief Ministers of NCT of Delhi,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Delhi
src-afa3b46d2fea,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S29 AcGenNov2023,AcGenNov2023,https://www.eci.gov.in/eci-backend/public/all_files/full-statistical-reports/telangana/2023/Detailed_Results.xlsx
src-afc5e9518318,Rajya Sabha Secretariat (Government of India),"Rajya Sabha Session 260 Unstarred Question 1323 (State non-tax revenue, INR crore)",2023-08-01,https://sansad.in/rs/questions/questions-and-answers
src-b01dae08d922,Wikipedia,List of Chief Ministers of Bihar,operator-snapshot-2026-05,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Bihar
src-b03564ebb111,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of West Bengal, 1996",1996,
src-b05f5ec0aecb,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Gujarat, 1980",1980,
src-b0e345f8906c,Rajya Sabha Secretariat (Government of India),"Rajya Sabha Session 259 Unstarred Question 1480 (State external debt, INR crore)",2023-02-09,https://sansad.in/rs/questions/questions-and-answers
src-b152d3829185,IndiaVotes,Rajasthan Vidhan Sabha 2023,2023-11,https://www.indiavotes.com/vidhan-sabha/rajasthan/2023
src-b186201797e9,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Telangana, 2018",2018,
src-b222d76f33c1,NITI Aayog India Climate & Energy Dashboard,"State-wise Deep Dive API — Sectoral GVA (state, INR crore, current + constant prices)",2024-25,https://iced.niti.gov.in/analytics/state-wise-deep-dive
src-8beec592f488,Election Commission of India,General Election to Lok Sabha 2019,2019,
src-b2eeb28b5a24,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Manipur, 1990",1990,
src-b34454befb7d,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Gujarat, 1967",1967,
src-b353edd3cdf7,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S12 AcGenNov2023,AcGenNov2023,https://www.eci.gov.in/eci-backend/public/all_files/full-statistical-reports/mp/2023/Detailed_Results.xlsx
src-b476d85084d9,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S23 AcGenFeb2023,AcGenFeb2023,
src-b51245a2bd86,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Nagaland, 1998",1998,
src-b51ea4c83cb8,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Arunachal Pradesh, 1999",1999,
src-b65b6ec9f54a,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Bihar, 1995",1995,
src-b6b6a168517e,NITI Aayog India Climate & Energy Dashboard,State-wise Deep Dive API — State GDP at constant 2011-12 prices (INR lakh crore),2024-25,https://iced.niti.gov.in/analytics/state-wise-deep-dive
src-b70c80893817,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Mizoram, 1987",1987,
src-b71794c93281,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Kerala, 2006",2006,
src-b7f0dd7f9087,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S08 AcGenNov2022,AcGenNov2022,
src-b869a5538281,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S27 AcGenDec2019,AcGenDec2019,
src-b8722c986b71,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Mizoram, 1984",1984,
src-b954b3907d29,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S06 AcGenDec2022,AcGenDec2022,
src-b9605aa5fcd1,IndiaVotes,IndiaVotes party catalogue (operator-committed 2026-06 snapshot; listing of recognised parties + per-slug detail probes),2026-06,https://www.indiavotes.com/parties
src-b96bca4d5290,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Maharashtra, 1995",1995,
src-ba67b2879885,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Maharashtra, 1967",1967,
src-ba7cd29cfe91,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Sikkim, 2019",2019,
src-bb1d7bec8b34,NITI Aayog India Climate & Energy Dashboard,State-wise Deep Dive API,2024-25,https://iced.niti.gov.in/energy/electricity
src-bb7935971e98,NITI Aayog India Climate & Energy Dashboard,"Key Economic Indicators API — GDP / GSDP (current + constant prices, INR crore)",2024-25,https://icedapi.niti.gov.in/economy-demography/key-economic-indicators/gdp-trend
src-bbb00e489d24,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Tripura, 1977",1977,
src-bbb1962ef943,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Arunachal Pradesh, 1995",1995,
src-bc1c6cb7e993,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Odisha, 2009",2009,
src-bca3c60cdafb,Wikipedia,2026 Tamil Nadu Legislative Assembly election,2026-05,https://en.wikipedia.org/wiki/2026_Tamil_Nadu_Legislative_Assembly_election
src-bdc330ee39f2,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Punjab, 1980",1980,
src-bdcfe935f24b,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Uttar Pradesh, 1985",1985,
src-bdf8cace4996,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S20 AcGenNov2023,AcGenNov2023,
src-be294aed1bd6,Election Commission of India,Statistical Report Section 10 (Detailed Results) — U08 AcGenOct2024,AcGenOct2024,https://www.eci.gov.in/eci-backend/public/all_files/AE-2024-statistical-report-JK/10-Detailed-Results.xlsx
src-be9e304342b6,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Tamil Nadu, 1977",1977,
src-bf043e077c7a,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Arunachal Pradesh, 2004",2004,
src-bf5bd3bc5809,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Meghalaya, 1978",1978,
src-bf60101d230f,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Uttar Pradesh, 1977",1977,
src-bfb4e7fb9785,Election Commission of India,General Election to Lok Sabha 2024 — Constituency Wise Detailed Result (Report 33),2024,
src-c03df2072e66,Election Commission of India,"Statistical Report on General Election to the Legislative Assembly of Odisha, 2000",2000,
src-c222a8e2cd61,NITI Aayog India Climate & Energy Dashboard,"Coal Consumption (Domestic) State-wise API (per-state fiscal-year coal consumption, by grade)",2024-25,https://icedapi.niti.gov.in/energy/fuel-sources/coal/consumption-domestic-state
src-c385c8c3345a,Wikipedia,List of Chief Ministers of Mizoram,,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Mizoram
src-84efcb6e2cc4,Election Commission of India,General Election to Lok Sabha 1999,1999,
src-c8f80c7da161,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S17 AcGenFeb2023,AcGenFeb2023,
src-c968d22ee290,Wikipedia,List of Chief Ministers of Himachal Pradesh,operator-snapshot-2026-05,https://en.wikipedia.org/wiki/List_of_chief_ministers_of_Himachal_Pradesh
src-ca6603af28eb,DataMeet India Maps Project,datameet/maps Admin2 boundary bundle,,https://github.com/datameet/maps
src-cacdb2a7ec2f,Election Commission of India,Statistical Report Section 10 (Detailed Results) — S15 AcGenFeb2018,AcGenFeb2018,
