entity_id,state,election_year,constituency_name,electors,votes_polled,turnout_pct,winner_candidate,winner_party_id,winner_party_short_raw,winner_votes,winner_share_pct,runnerup_candidate,runnerup_party_id,runnerup_party_short_raw,runnerup_votes,margin_votes,margin_pct,source_id,processing_level,processing_note
IN-AC-1976-bihar-1,bihar,2005,DHANAHA,120846,63287,52.37,RAJESH SINGH,parties.IN.RJD,RJD,19389,30.64,RAMADHAR YADAV,parties.IN.SP,SP,13287,6102,9.65,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-72,bihar,2005,PUPRI,218345,99393,45.52,SHAHID ALI KHAN,parties.IN.JDU,JD(U),35221,35.44,NAWAL KISHORE RAI,parties.IN.RJD,RJD,31426,3795,3.82,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-73,bihar,2005,BENIPATTI,212369,95158,44.81,YUGESHWAR JHA,parties.IN.INC,INC,31672,33.28,SHALIGRAM YADAV,parties.IN.IND,IND,22529,9143,9.6,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-74,bihar,2005,BISFI,209576,86668,41.35,HARIBHUSHAN THAKUR,parties.IN.IND,IND,17942,20.7,MD. AHMAR HASSAN,parties.IN.INC,INC,16473,1469,1.69,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-75,bihar,2005,HARLAKHI,201342,99083,49.21,RAM NARESH PANDEY,parties.IN.CPI,CPI,38825,39.18,SITA RAM YADAV,parties.IN.RJD,RJD,31967,6858,6.92,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-76,bihar,2005,KHAJAULI,199948,87627,43.82,RAM PRIT PASWAN,parties.IN.BJP,BJP,35119,40.08,RAM LAKHAN RAM RAMAN,parties.IN.RJD,RJD,25706,9413,10.74,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-77,bihar,2005,BABUBARHI,185465,87362,47.1,UMA KANT YADAV,parties.IN.RJD,RJD,38568,44.15,KAPIL DEB KAMAT,parties.IN.JDU,JD(U),31674,6894,7.89,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-78,bihar,2005,MADHUBANI,226124,100416,44.41,RAM DEO MAHTO,parties.IN.BJP,BJP,33007,32.87,RAJ KUMAR MAHASETH,parties.IN.IND,IND,24324,8683,8.65,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-79,bihar,2005,PANDAUL,210338,83360,39.63,NAIYAR AZAM,parties.IN.RJD,RJD,32629,39.14,VINOD NARYAN JHA,parties.IN.BJP,BJP,21562,11067,13.27,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-80,bihar,2005,JHANJHARPUR,199558,87239,43.72,NITISH MISHRA,parties.IN.JDU,JD(U),38568,44.21,JAGDISH NA. CHAUDHARY,parties.IN.RJD,RJD,22529,16039,18.39,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-81,bihar,2005,PHULPARAS,191000,82949,43.43,DEO NATH YADAV,parties.IN.SP,SP,41299,49.79,RAM KUMAR YADAV,parties.IN.RJD,RJD,18632,22667,27.33,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-82,bihar,2005,LAUKAHA,182413,88022,48.25,ANIS AHMAD,parties.IN.RJD,RJD,20165,22.91,HARI PRASAD SAH,parties.IN.JDU,JD(U),18923,1242,1.41,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-83,bihar,2005,MADHEPUR,216636,83521,38.55,ROOP NARAYAN JHA,parties.IN.IND,IND,23445,28.07,JAGAT NARAYAN SINGH,parties.IN.RJD,RJD,17035,6410,7.67,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-84,bihar,2005,MANIGACHHI,194680,83842,43.07,PRABHAKAR CHOUDHARY,parties.IN.JDU,JD(U),32093,38.28,LALIT KUMAR YADAV,parties.IN.RJD,RJD,27576,4517,5.39,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-85,bihar,2005,BAHERA,196358,87174,44.4,ABDUL BARI SIDDIQUI,parties.IN.RJD,RJD,44681,51.25,MAHENDRA JHA AZAD,parties.IN.BJP,BJP,25616,19065,21.87,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-86,bihar,2005,GHANSHYAMPUR,232083,100098,43.13,DR. MAHAVIR PRASAD,parties.IN.RJD,RJD,35110,35.08,IZHAR AHMAD,parties.IN.LJP,LJP,28730,6380,6.38,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-87,bihar,2005,BAHERI,224526,102590,45.69,HAREKRISHNA YADAV,parties.IN.RJD,RJD,44770,43.64,MOHAN CHOUDHARY,parties.IN.LJP,LJP,35684,9086,8.86,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-88,bihar,2005,DARBHANGA RURAL,193346,80814,41.8,PITAMBAR PASWAN,parties.IN.RJD,RJD,34392,42.56,SUNITI RANJAN DAS,parties.IN.LJP,LJP,23900,10492,12.99,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-89,bihar,2005,DARBHANGA,209630,105587,50.37,SANJAY SARAWAGI,parties.IN.BJP,BJP,43075,40.8,MD. MUMTAZ ALAM,parties.IN.RJD,RJD,28887,14188,13.44,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-90,bihar,2005,KEOTI,231807,98300,42.41,ASHOK KU. YADAV,parties.IN.BJP,BJP,39100,39.78,MD. MOHSIN,parties.IN.RJD,RJD,34333,4767,4.85,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-91,bihar,2005,JALE,215674,80691,37.41,RAMNIWAS PD.,parties.IN.RJD,RJD,25597,31.72,VIJAY KUMAR MISHRA,parties.IN.BJP,BJP,20899,4698,5.82,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-92,bihar,2005,HAYAGHAT,184767,80807,43.73,HARINANDAN YADAV,parties.IN.RJD,RJD,23737,29.37,UMAKANT CHODHARY,parties.IN.JDU,JD(U),17198,6539,8.09,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-93,bihar,2005,KALYANPUR,218037,101724,46.65,ASHOK PRASAD VERMA,parties.IN.RJD,RJD,36848,36.22,ASHWAMEDH DEVI,parties.IN.JDU,JD(U),33495,3353,3.29,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-94,bihar,2005,WARISNAGAR,191056,91226,47.75,MAHESHWAR HAJARI,parties.IN.LJP,LJP,38147,41.82,SANJAY PASWAN,parties.IN.RJD,RJD,32318,5829,6.39,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-95,bihar,2005,SAMASTIPUR,238529,108067,45.31,RAM NATH THAKUR,parties.IN.JDU,JD(U),53202,49.23,SHAHID AHMAD,parties.IN.RJD,RJD,29965,23237,21.5,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-96,bihar,2005,SARAIRANJAN,236874,105075,44.36,RAM CHANDRA SINGH NISHAD,parties.IN.RJD,RJD,38226,36.38,SAJAN KUMAR MISHRA,parties.IN.LJP,LJP,28750,9476,9.02,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-97,bihar,2005,MOHIUDDIN NAGAR,235181,109919,46.74,AJAY KUMAR BULGANIN,parties.IN.LJP,LJP,53872,49.01,RANA GANGESHWAR PRASAD SINGH,parties.IN.JDU,JD(U),29482,24390,22.19,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-98,bihar,2005,DALSINGHSARAI,230174,116417,50.58,SHEEL KUMAR ROY,parties.IN.LJP,LJP,52497,45.09,RAM LAKHAN MAHTO,parties.IN.RJD,RJD,38461,14036,12.05,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-99,bihar,2005,BIBHUTPUR,238682,121716,51.0,RAM DEO VERMA,parties.IN.CPIM,CPM,50464,41.46,RAM BALAK SINGH,parties.IN.LJP,LJP,49622,842,0.69,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-100,bihar,2005,ROSERA,194804,100087,51.38,GAJENDRA PRASAD SINGH,parties.IN.RJD,RJD,45906,45.87,ASHOK KUMAR,parties.IN.JDU,JD(U),30984,14922,14.91,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-101,bihar,2005,SINGHIA,215450,91434,42.44,DR. ASHOK KUMAR,parties.IN.INC,INC,35514,38.84,RAMOTAR PASWAN,parties.IN.IND,IND,16973,18541,20.28,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-102,bihar,2005,HASANPUR,184600,85769,46.46,SUNIL KUMAR PUSPAM,parties.IN.RJD,RJD,31397,36.61,RAM NARAYAN MANDAL,parties.IN.LJP,LJP,25092,6305,7.35,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-103,bihar,2005,BALIA,190720,93328,48.93,SRINARAYAN YADAV,parties.IN.RJD,RJD,28252,30.27,JAMSHED ASRAF,parties.IN.LJP,LJP,27436,816,0.87,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-104,bihar,2005,MATIHANI,191557,103951,54.27,NARENDER KUMAR SINGH,parties.IN.IND,IND,54016,51.96,RAJENDRA RAJAN,parties.IN.CPI,CPI,26703,27313,26.27,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-105,bihar,2005,BEGUSARAI,229749,110825,48.24,BHOLA SINGH,parties.IN.BJP,BJP,32052,28.92,KAMLI MAHTO,parties.IN.CPI,CPI,28182,3870,3.49,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-106,bihar,2005,BARAUNI,217534,103273,47.47,RAJENDRA PRASAD SINGH,parties.IN.CPI,CPI,44451,43.04,PADIP RAI,parties.IN.LJP,LJP,39532,4919,4.76,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-107,bihar,2005,BACHWARA,194151,102183,52.63,RAMDEO RAI,parties.IN.IND,IND,39328,38.49,AWADHESH KUMAR RAI,parties.IN.CPI,CPI,31058,8270,8.1,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-108,bihar,2005,CHERIA BARIARPUR,186642,94467,50.61,ANIL CHOUDHARY,parties.IN.LJP,LJP,32741,34.66,RADHA KRISHNA SINGH,parties.IN.RJD,RJD,32235,506,0.54,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-109,bihar,2005,BAKHRI,181931,94373,51.87,RAM BINOD PASWAN,parties.IN.CPI,CPI,33639,35.64,RAMANAND RAM,parties.IN.RJD,RJD,19207,14432,15.29,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-110,bihar,2005,RAGHOPUR,218426,120137,55.0,NIRAJ KUMAR SINGH BABLU,parties.IN.JDU,JD(U),27601,22.97,MD. ZEYAUDDIN,parties.IN.BSP,BSP,24102,3499,2.91,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-111,bihar,2005,KISHUNPUR,195677,99280,50.74,ANIRUDHA PRASAD YADAV,parties.IN.JDU,JD(U),42696,43.01,BIJAY KUMAR GUPTA,parties.IN.LJP,LJP,22203,20493,20.65,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-112,bihar,2005,SUPAUL,219110,110247,50.32,BIJENDRA PRASAD YADAV,parties.IN.JDU,JD(U),35498,32.2,ISRAIL RAYEEN,parties.IN.RJD,RJD,33420,2078,1.89,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-113,bihar,2005,TRIBENIGANJ,181722,90390,49.74,VISHWA MOHAN KUMAR,parties.IN.LJP,LJP,38606,42.71,ANUP LAL YADAV,parties.IN.RJD,RJD,31744,6862,7.59,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-114,bihar,2005,CHHATAPUR,180636,82802,45.84,MAHENDRA NARAYAN SARDAR,parties.IN.RJD,RJD,32303,39.01,VISHWA MOHAN BHARTI,parties.IN.JDU,JD(U),30860,1443,1.74,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-115,bihar,2005,KUMARKHAND,187727,67654,36.04,AMIT KUMAR BHARTI,parties.IN.RJD,RJD,27729,40.99,NEPALI RAJAK,parties.IN.JDU,JD(U),22539,5190,7.67,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-116,bihar,2005,SINGHESHWAR,203957,84748,41.55,RAMESHWAR PRASAD YADAV,parties.IN.JDU,JD(U),35006,41.31,DINESH KUMAR YADAV,parties.IN.RJD,RJD,27990,7016,8.28,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-117,bihar,2005,SAHARSA,248520,114666,46.14,SANJIV KUMAR JHA,parties.IN.BJP,BJP,43638,38.06,SURYA NARAYAN YADAV,parties.IN.RJD,RJD,34232,9406,8.21,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-118,bihar,2005,MAHISHI,226635,101888,44.96,SURENDRA YADAV,parties.IN.IND,IND,40417,39.67,DR. ABDUL GHAFOOR,parties.IN.RJD,RJD,25489,14928,14.65,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-119,bihar,2005,SIMRI-BAKHTIARPUR,206867,102785,49.69,DINESH CHANDRA YADAV,parties.IN.JDU,JD(U),52572,51.15,CHOUDHARY MAHBOOB ALI KAISER,parties.IN.INC,INC,29932,22640,22.03,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-120,bihar,2005,MADHEPURA,224707,88380,39.33,MANINDRA KUMAR MANDAL,parties.IN.JDU,JD(U),30293,34.28,CHANDRASHEKHAR YADAV,parties.IN.IND,IND,19583,10710,12.12,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-121,bihar,2005,SONBARSA,219861,100772,45.83,KISHOR KUMAR,parties.IN.IND,IND,50117,49.73,ASHOK KUMAR SINGH(BIRATPUR),parties.IN.RJD,RJD,30160,19957,19.8,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-122,bihar,2005,KISHANGANJ,177504,87157,49.1,RENU KUMARI,parties.IN.JDU,JD(U),33992,39.0,PROF. RAVINDRA CHARAN YADAV,parties.IN.RJD,RJD,19757,14235,16.33,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-123,bihar,2005,ALAMNAGAR,192788,97751,50.7,NARENDRA NR. YADAV,parties.IN.JDU,JD(U),24808,25.38,CHANDESHWARI SINGH,parties.IN.IND,IND,14357,10451,10.69,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-124,bihar,2005,RUPAULI,173420,95592,55.12,SHANKER SINGH,parties.IN.LJP,LJP,25717,26.9,BEEMA BHARTI,parties.IN.RJD,RJD,19604,6113,6.39,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-125,bihar,2005,DHAMDAHA,200908,105897,52.71,LESHI SINGH,parties.IN.JDU,JD(U),40587,38.33,DILEEP KUMAR YADAV,parties.IN.RJD,RJD,31284,9303,8.79,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-126,bihar,2005,BANMANKHI,195997,89605,45.72,KRISHNA KUMAR RISHI,parties.IN.BJP,BJP,31723,35.4,MANORAMA DEVI,parties.IN.RJD,RJD,22077,9646,10.76,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-127,bihar,2005,RANIGANJ,223656,112921,50.49,PARMANAND RISHIDEV,parties.IN.BJP,BJP,31468,27.87,ASHOK PASWAN,parties.IN.LJP,LJP,24180,7288,6.46,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-128,bihar,2005,NARPATGANJ,222407,120451,54.16,ANIL KUMAR YADAV,parties.IN.RJD,RJD,24949,20.71,JANARDAN YADAV,parties.IN.BJP,BJP,24580,369,0.3,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-129,bihar,2005,FORBESGANJ,231039,131336,56.85,LAXMI NARAYAN MEHTA,parties.IN.BJP,BJP,63654,48.47,ZAKIR HUSSAIN KHAN,parties.IN.RJD,RJD,56384,7270,5.54,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-130,bihar,2005,ARARIA,209547,114129,54.46,PRADEEP KUMAR SINGH,parties.IN.BJP,BJP,32580,28.55,MOIDUR RAHMAN,parties.IN.INC,INC,31937,643,0.57,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-131,bihar,2005,SIKTI,250319,137676,55.0,MURLIDHAR MANDAL,parties.IN.IND,IND,32887,23.89,AFTAB AZIM,parties.IN.LJP,LJP,24710,8177,5.94,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-132,bihar,2005,JOKIHAT,202555,108604,53.62,MANZAR ALAM,parties.IN.JDU,JD(U),51804,47.7,SARFRAZ ALAM,parties.IN.RJD,RJD,27220,24584,22.64,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-133,bihar,2005,BAHADURGANJ,201468,105442,52.34,MD. TOUSHIF ALAM,parties.IN.IND,IND,43524,41.28,JAHIDUR RAHMAN,parties.IN.INC,INC,15456,28068,26.62,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-134,bihar,2005,THAKURGANJ,231237,131127,56.71,MD. JAWAID,parties.IN.INC,INC,27560,21.02,TARACHANDRA DHANUKA,parties.IN.SP,SP,27381,179,0.14,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-135,bihar,2005,KISHANGANJ,233390,122949,52.68,AKHTARUL IMAN,parties.IN.RJD,RJD,35220,28.65,SANJEEV KUMAR YADAV,parties.IN.BJP,BJP,33216,2004,1.63,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-136,bihar,2005,AMOUR,198408,115787,58.36,ABDUL JALIL MASTAN,parties.IN.INC,INC,48009,41.46,SABA ZAFAR,parties.IN.IND,IND,25373,22636,19.55,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-137,bihar,2005,BAISI,176856,96186,54.39,ABDUS SUBHAN,parties.IN.RJD,RJD,26913,27.98,SYED RUKNUDIN,parties.IN.IND,IND,22968,3945,4.1,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-138,bihar,2005,KASBA,226320,125505,55.45,MD. AFAQUE ALAM,parties.IN.SP,SP,33749,26.89,PRADIP KUMAR DAS,parties.IN.BJP,BJP,29721,4028,3.21,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-139,bihar,2005,PURNEA,228357,115583,50.62,RAJ KISHORE KESHRI,parties.IN.BJP,BJP,30006,25.96,RAM CHARITRA YADAV,parties.IN.SP,SP,28832,1174,1.02,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-140,bihar,2005,KORHA,192880,107703,55.84,SUNITA DEVI,parties.IN.INC,INC,52930,49.14,MAHESH PASWAN,parties.IN.BJP,BJP,27485,25445,23.62,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-141,bihar,2005,BARARI,178771,103395,57.84,MUHAMMAD SAKUR,parties.IN.NCP,NCP,18542,17.93,VIBHASH CHAND CHOUDHARY,parties.IN.BJP,BJP,18070,472,0.45,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
IN-AC-1976-bihar-142,bihar,2005,KATIHAR,234387,123722,52.79,RAM PRAKASH MAHTO,parties.IN.RJD,RJD,33064,26.72,RAJ BANSHI SINGH,parties.IN.BJP,BJP,26333,6731,5.44,src-0c1b8f274551,minor,Derived in R1.6 Path A' from the partitioned candidacies.csv subset; see TODO/20260615-R1.6-bihar-2005-path-a-prime-receipt.md.
